occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey,name_to_use,description_text,check_ENA_with_GBIF,manual_verification_needed
,Rhagonycha corcyrea,"Rhagonycha corcyrea Pic, 1901",4429706,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha corcyrea,Rhagonycha corcyrea,"Pic, 1901",4429706,,original,,,
,Rhagonycha falcifera,"Rhagonycha falcifera Dahlgren, 1972",4429689,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha falcifera,Rhagonycha falcifera,"Dahlgren, 1972",4429689,,original,,,
,Rhagonycha femoralis,"Rhagonycha femoralis (Brulle, 1832)",4429656,EXACT,100,SYNONYM,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha nigriventris,Rhagonycha femoralis,"(Brulle, 1832) ",4429656,4429721,gbif,,yes,yes
,Rhagonycha fulvaliena,"Rhagonycha fulvaliena Svihla, 1995",4429732,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha fulvaliena,Rhagonycha fulvaliena,"Svihla, 1995",4429732,,original,,,
,Rhagonycha genistae,"Rhagonycha genistae Kiesenwetter, 1865",4429817,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha genistae,Rhagonycha genistae,"Kiesenwetter, 1865",4429817,,original,,,
,Rhagonycha gilvipennis,"Rhagonycha gilvipennis (Rosenhauer, 1856)",4429780,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha gilvipennis,Rhagonycha gilvipennis,"(Rosenhauer, 1856) ",4429780,,original,,,
,Rhagonycha hesperica,"Rhagonycha hesperica Baudi, 1859",4429675,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha hesperica,Rhagonycha hesperica,"Baudi, 1859",4429675,,original,,,
,Notoxus rubetorum,"Notoxus rubetorum Truqui, 1855",4457609,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Notoxus,Notoxus rubetorum,Notoxus rubetorum,"Truqui, 1855",4457609,,original,,,
,Helophorus singularis,"Helophorus singularis L.Miller, 1881",9021777,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus singularis,Helophorus singularis,"L.Miller, 1881",9021777,,original,,,
,Helophorus nevadensis,"Helophorus nevadensis (Sharp, 1916)",9078726,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus nevadensis,Helophorus nevadensis,"(Sharp, 1916) ",9078726,,original,,,
,Rhagonycha milleri,"Rhagonycha milleri Kiesenwetter, 1860",4429782,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha milleri,Rhagonycha milleri,"Kiesenwetter, 1860",4429782,,original,,,
,Rhagonycha opaca,"Rhagonycha opaca Mulsant, 1862",4429814,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha opaca,Rhagonycha opaca,"Mulsant, 1862",4429814,,original,,,
,Steropes obscurans,"Steropes obscurans Pic, 1894",6947397,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Steropes,Steropes obscurans,Steropes obscurans,"Pic, 1894",6947397,,original,,,
,Omonadus phoenicius,"Omonadus phoenicius (Truqui, 1855)",4458196,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Omonadus,Omonadus phoenicius,Omonadus phoenicius,"(Truqui, 1855) ",4458196,,original,,,
,Malthodes recurvus,"Malthodes recurvus (Baudi di Selve, 1872)",4430549,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes recurvus,Malthodes recurvus,"(Baudi di Selve, 1872) ",4430549,,original,,,
,Rhagonycha plagiella,"Rhagonycha plagiella Marseul, 1864",4429671,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha plagiella,Rhagonycha plagiella,"Marseul, 1864",4429671,,original,,,
,Rhagonycha nigrosuta,"Rhagonycha nigrosuta Fiori, 1899",4429693,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha nigrosuta,Rhagonycha nigrosuta,"Fiori, 1899",4429693,,original,,,
,Helophorus wrootae,"Helophorus wrootae Angus, 1988",8777071,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus wrootae,Helophorus wrootae,"Angus, 1988",8777071,,original,,,
,Rhagonycha varians,"Rhagonycha varians (Rosenhauer, 1856)",4429695,EXACT,100,SYNONYM,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha translucida,Rhagonycha varians,"(Rosenhauer, 1856) ",4429695,4429749,gbif,,yes,yes
,Rhagonycha striatofrons,"Rhagonycha striatofrons Dahlgren, 1972",4429827,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha striatofrons,Rhagonycha striatofrons,"Dahlgren, 1972",4429827,,original,,,
,Hyperaspis guttulata,"Hyperaspis guttulata Fairmaire, 1870",9029481,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hyperaspis,Hyperaspis guttulata,Hyperaspis guttulata,"Fairmaire, 1870",9029481,,original,,,
,Coccinella saucerottei,"Coccinella saucerottii Mulsant, 1850",7589465,FUZZY,98,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,Coccinella saucerottii,Coccinella saucerottii,"Mulsant, 1850",7589465,,gbif,,yes,yes
,Coccinella venusta,"Coccinella venusta Weise, 1879",6993392,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,Coccinella venusta,Coccinella venusta,"Weise, 1879",6993392,,original,,,
,Diomus rubidus,"Diomus rubidus (Motschulsky, 1837)",7686442,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Diomus,Diomus rubidus,Diomus rubidus,"(Motschulsky, 1837) ",7686442,,original,,,
,Coelopterus salinus,"Coelopterus salinus Mulsant & Rey, 1852",4452482,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coelopterus,Coelopterus salinus,Coelopterus salinus,"Mulsant & Rey, 1852",4452482,,original,,,
,Rhagonycha quadricollis,"Rhagonycha quadricollis Kiesenwetter, 1852",4429841,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha quadricollis,Rhagonycha quadricollis,"Kiesenwetter, 1852",4429841,,original,,,
,Anisosticta strigata,"Anisosticta strigata (Thunberg, 1795)",4452219,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Anisosticta,Anisosticta strigata,Anisosticta strigata,"(Thunberg, 1795) ",4452219,,original,,,
,Rhagonycha kiesenwetteri,"Rhagonycha kiesenwetteri (Marseul, 1864)",4429690,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha kiesenwetteri,Rhagonycha kiesenwetteri,"(Marseul, 1864) ",4429690,,original,,,
,Rhagonycha kuleghana,"Rhagonycha kuleghana (Marseul, 1868)",4429829,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha kuleghana,Rhagonycha kuleghana,"(Marseul, 1868) ",4429829,,original,,,
,Notoxus miles,"Notoxus miles W.L.E.Schmidt, 1842",4457601,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Notoxus,Notoxus miles,Notoxus miles,"W.L.E.Schmidt, 1842",4457601,,original,,,
,Nephus nigricans,"Nephus nigricans Weise, 1879",7961458,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Nephus,Nephus nigricans,Nephus nigricans,"Weise, 1879",7961458,,original,,,
,Lithophilus cordatus,"Lithophilus cordatus Rosenhauer, 1856",8883553,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Lithophilus,Lithophilus cordatus,Lithophilus cordatus,"Rosenhauer, 1856",8883553,,original,,,
,Rhagonycha nitida,"Rhagonycha nitida Baudi, 1859",4429660,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha nitida,Rhagonycha nitida,"Baudi, 1859",4429660,,original,,,
,Rhagonycha ornaticollis,"Rhagonycha ornaticollis Marseul, 1864",4429777,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha ornaticollis,Rhagonycha ornaticollis,"Marseul, 1864",4429777,,original,,,
,Nephus ludyi,"Nephus ludyi (J.Weise, 1879)",7731704,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Nephus,Nephus ludyi,Nephus ludyi,"(J.Weise, 1879) ",7731704,,original,,,
,Oenopia oncina,"Oenopia oncina (Olivier, 1808)",9215879,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Oenopia,Oenopia oncina,Oenopia oncina,"(Olivier, 1808) ",9215879,,original,,,
,Myrrha thuriferae,"Myrrha thuriferae (Sicard, 1923)",4452245,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Myrrha,Myrrha thuriferae,Myrrha thuriferae,"(Sicard, 1923) ",4452245,,original,,,
,Pharoscymnus setulosus,"Pharoscymnus setulosus (Chevrolat, 1861)",4452478,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Pharoscymnus,Pharoscymnus setulosus,Pharoscymnus setulosus,"(Chevrolat, 1861) ",4452478,,original,,,
,Rhyzobius bipartitus,"Rhyzobius bipartitus Fuente, 1918",7805732,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Rhyzobius,Rhyzobius bipartitus,Rhyzobius bipartitus,"Fuente, 1918",7805732,,original,,,
,Scymnus araraticus,"Scymnus araraticus Iablokoff-Khnzorian, 1969",7823083,EXACT,100,SYNONYM,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus araticus,Scymnus araraticus,"Iablokoff-Khnzorian, 1969",7823083,9482392,gbif,,yes,yes
,Rhagonycha patricia,"Rhagonycha patricia Kiesenwetter, 1865",4429734,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Rhagonycha,Rhagonycha patricia,Rhagonycha patricia,"Kiesenwetter, 1865",4429734,,original,,,
,Lithophilus connatus,"Lithophilus connatus (Panzer, 1796)",9032731,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Lithophilus,Lithophilus connatus,Lithophilus connatus,"(Panzer, 1796) ",9032731,,original,,,
,Scymnobius bivulnerus,"Scymnobius Casey, 1899",1043155,HIGHERRANK,96,ACCEPTED,GENUS,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnobius,,Scymnobius,"Casey, 1899",1043155,,original,,,yes
,Scymnus mediterraneus,"Scymnus mediterraneus Iablokoff-Khnzorian, 1972",6993789,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus mediterraneus,Scymnus mediterraneus,"Iablokoff-Khnzorian, 1972",6993789,,original,,,
,Scymnus limnichoides,"Scymnus limnichoides Wollaston, 1854",8718836,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus limnichoides,Scymnus limnichoides,"Wollaston, 1854",8718836,,original,,,
,Scymnus damryi,"Scymnus damryi Weise, 1879",7441581,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus damryi,Scymnus damryi,"Weise, 1879",7441581,,original,,,
,Scymnus franzi,"Scymnus franzi Fursch & Kreissl, 1967",8768308,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus franzi,Scymnus franzi,"Fursch & Kreissl, 1967",8768308,,original,,,
,Scymnus marginalis,"Scymnus marginalis (Rossi, 1794)",7630605,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus marginalis,Scymnus marginalis,"(Rossi, 1794) ",7630605,,original,,,
,Dichelotarsus procerulus,"Dichelotarsus procerulus (Kiesenwetter, 1860)",4429556,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Dichelotarsus,Dichelotarsus procerulus,Dichelotarsus procerulus,"(Kiesenwetter, 1860) ",4429556,,original,,,
,Nephus kiesenwetteri,"Nephus kiesenwetteri Mulsant, 1850",7766426,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Nephus,Nephus kiesenwetteri,Nephus kiesenwetteri,"Mulsant, 1850",7766426,,original,,,
,Nephus flavopictus,"Nephus flavopictus (Wollaston, 1854)",8898756,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Nephus,Nephus flavopictus,Nephus flavopictus,"(Wollaston, 1854) ",8898756,,original,,,
,Scymnus quadriguttatus,"Scymnus quadriguttatus Capra, 1924",8928456,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus quadriguttatus,Scymnus quadriguttatus,"Capra, 1924",8928456,,original,,,
,Scymnus rufipes,Scymnus rufipes,7868968,EXACT,100,SYNONYM,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus schmidti,Scymnus rufipes,,7868968,8583563,gbif,,yes,yes
,Stethorus balearicus,"Stethorus balearicus Fursch, 1987",4452309,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Stethorus,Stethorus balearicus,Stethorus balearicus,"Fursch, 1987",4452309,,original,,,
,Scymnus flagellisiphonatus,"Scymnus flagellisiphonatus (Fürsch, 1970)",7557919,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus flagellisiphonatus,Scymnus flagellisiphonatus,"(Fürsch, 1970) ",7557919,,original,,,
,Anthicus angustatus,"Anthicus angustatus Curtis, 1838",4458027,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Anthicus,Anthicus angustatus,Anthicus angustatus,"Curtis, 1838",4458027,,original,,,
,Scymnus fraxini,"Scymnus fraxini Mulsant, 1850",8313503,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus fraxini,Scymnus fraxini,"Mulsant, 1850",8313503,,original,,,
,Anthrenus munroi,"Anthrenus munroi Hinton, 1943",4427316,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus munroi,Anthrenus munroi,"Hinton, 1943",4427316,,original,,,
,Anthrenus coloratus,"Anthrenus coloratus Reitter, 1881",1095893,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus coloratus,Anthrenus coloratus,"Reitter, 1881",1095893,,original,,,
,Anthrenus flavidus,"Anthrenus flavidus Solskij, 1876",4427293,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus flavidus,Anthrenus flavidus,"Solskij, 1876",4427293,,original,,,
,Anthrenus olgae,"Anthrenus olgae Kalik, 1946",4427298,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus olgae,Anthrenus olgae,"Kalik, 1946",4427298,,original,,,
,Anthrenus sordidulus,"Anthrenus sordidulus Reitter, 1889",4427290,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus sordidulus,Anthrenus sordidulus,"Reitter, 1889",4427290,,original,,,
,Anthrenus delicatus,"Anthrenus delicatus Kiesenwetter, 1851",4427308,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus delicatus,Anthrenus delicatus,"Kiesenwetter, 1851",4427308,,original,,,
,Anthrenus molitor,"Anthrenus molitor Aubé, 1850",4427296,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus molitor,Anthrenus molitor,"Aubé, 1850",4427296,,original,,,
,Attagenus abbreviatus,"Attagenus abbreviatus Heer, 1856",4427477,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus abbreviatus,Attagenus abbreviatus,"Heer, 1856",4427477,,original,,,
,Attagenus civetta,"Attagenus civetta (Mulsant & Rey, 1868)",4427460,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus civetta,Attagenus civetta,"(Mulsant & Rey, 1868) ",4427460,,original,,,
,Attagenus lynx,"Attagenus lynx (Mulsant & Rey, 1868)",4427472,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus lynx,Attagenus lynx,"(Mulsant & Rey, 1868) ",4427472,,original,,,
,Attagenus obtusus,"Attagenus obtusus (Gyllenhal, 1808)",4427451,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus obtusus,Attagenus obtusus,"(Gyllenhal, 1808) ",4427451,,original,,,
,Attagenus posticalis,"Attagenus posticalis (Fairmaire, 1879)",4427482,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus posticalis,Attagenus posticalis,"(Fairmaire, 1879) ",4427482,,original,,,
,Attagenus wollastoni,"Attagenus wollastoni Mroczkowski, 1964",4427471,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus wollastoni,Attagenus wollastoni,"Mroczkowski, 1964",4427471,,original,,,
,Attagenus escalerai,"Attagenus escalerai Mader, 1954",7507314,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus escalerai,Attagenus escalerai,"Mader, 1954",7507314,,original,,,
,Attagenus cyphonoides,"Attagenus cyphonoides Reitter, 1881",1095951,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus cyphonoides,Attagenus cyphonoides,"Reitter, 1881",1095951,,original,,,
,Attagenus lobatus,"Attagenus lobatus Rosenhauer, 1856",1095952,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus lobatus,Attagenus lobatus,"Rosenhauer, 1856",1095952,,original,,,
,Attagenus silvaticus,"Attagenus silvaticus Zhantiev, 1976",4427439,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus silvaticus,Attagenus silvaticus,"Zhantiev, 1976",4427439,,original,,,
,Attagenus simplex,"Attagenus simplex Reitter, 1881",4427418,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus simplex,Attagenus simplex,"Reitter, 1881",4427418,,original,,,
,Attagenus maritimus,"Attagenus maritimus Gene, 1839",4427428,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus maritimus,Attagenus maritimus,"Gene, 1839",4427428,,original,,,
,Attagenus fallax,"Attagenus fallax Gené, 1839",4427467,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus fallax,Attagenus fallax,"Gené, 1839",4427467,,original,,,
,Olibrus bisignatus,"Olibrus bisignatus (Ménétriés, 1849)",4450386,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Phalacridae,Olibrus,Olibrus bisignatus,Olibrus bisignatus,"(Ménétriés, 1849) ",4450386,,original,,,
,Attagenus tigrinus,"Attagenus tigrinus (Fabricius, 1792)",4427420,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus tigrinus,Attagenus tigrinus,"(Fabricius, 1792) ",4427420,,original,,,
,Attagenus quadrimaculatus,"Attagenus quadrimaculatus Kraatz, 1858",4427437,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Attagenus,Attagenus quadrimaculatus,Attagenus quadrimaculatus,"Kraatz, 1858",4427437,,original,,,
,Dermestes coronatus,"Dermestes coronatus Steven, 1808",4427395,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,Dermestes coronatus,Dermestes coronatus,"Steven, 1808",4427395,,original,,,
,Dermestes intermedius,"Dermestes intermedius Kalik, 1951",4427403,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,Dermestes intermedius,Dermestes intermedius,"Kalik, 1951",4427403,,original,,,
,Dermestes leopardinus,"Dermestes leopardinus Mulsant & Godart, 1855",4427404,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,Dermestes leopardinus,Dermestes leopardinus,"Mulsant & Godart, 1855",4427404,,original,,,
,Scymnus pallidulus,"Scymnus pallidulus Wollaston, 1867",8731159,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus pallidulus,Scymnus pallidulus,"Wollaston, 1867",8731159,,original,,,
,Scymnus bivulnerus,"Scymnus bivulnerus Capra & Fürsch, 1967",8963416,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus bivulnerus,Scymnus bivulnerus,"Capra & Fürsch, 1967",8963416,,original,,,
,Steropes caspius,"Steropes caspius Steven, 1806",6947400,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Steropes,Steropes caspius,Steropes caspius,"Steven, 1806",6947400,,original,,,
,Lithophilus marginatus,"Lithophilus marginatus Reitter, 1884",8956816,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Lithophilus,Lithophilus marginatus,Lithophilus marginatus,"Reitter, 1884",8956816,,original,,,
,Scymnus fulvicollis,"Scymnus fulvicollis Mulsant, 1846",7794915,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus fulvicollis,Scymnus fulvicollis,"Mulsant, 1846",7794915,,original,,,
,Scymnus flavicollis,"Scymnus flavicollis Redtenbacher, 1843",9181591,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Scymnus,Scymnus flavicollis,Scymnus flavicollis,"Redtenbacher, 1843",9181591,,original,,,
,Dermestes gyllenhali,"Dermestes gyllenhalii Laporte de Castelnau, 1840",6966127,FUZZY,98,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,Dermestes gyllenhalii,Dermestes gyllenhalii,"Laporte de Castelnau, 1840",6966127,,gbif,,yes,yes
,Dermestes pardalis,"Dermestes pardalis Billberg, 1808",4427393,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,Dermestes pardalis,Dermestes pardalis,"Billberg, 1808",4427393,,original,,,
,Dermestes hirticollis,"Dermestes hirticollis Fabricius, 1792",4427383,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,Dermestes hirticollis,Dermestes hirticollis,"Fabricius, 1792",4427383,,original,,,
,Globicornis picta,"Globicornis picta (Küster, 1851)",4427324,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Globicornis,Globicornis picta,Globicornis picta,"(Küster, 1851) ",4427324,,original,,,
,Globicornis tristis,"Globicornis tristis (Reitter, 1881)",4427334,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Globicornis,Globicornis tristis,Globicornis tristis,"(Reitter, 1881) ",4427334,,original,,,
,Globicornis variegata,"Globicornis variegata (Küster, 1851)",4427328,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Globicornis,Globicornis variegata,Globicornis variegata,"(Küster, 1851) ",4427328,,original,,,
,Megatoma ruficornis,"Megatoma ruficornis Aubé, 1866",7453491,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Megatoma,Megatoma ruficornis,Megatoma ruficornis,"Aubé, 1866",7453491,,original,,,
,Dermestes aurichalceus,"Dermestes aurichalceus Küster, 1846",4427400,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Dermestes,Dermestes aurichalceus,Dermestes aurichalceus,"Küster, 1846",4427400,,original,,,
,Anthrenus pfefferi,"Anthrenus pfefferi Kalik, 1954",4427312,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,Anthrenus pfefferi,Anthrenus pfefferi,"Kalik, 1954",4427312,,original,,,
