occurrenceId,verbatimScientificName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species,canonicalName,authorship,usageKey,acceptedUsageKey
,Dyschirius laeviusculus,"Dyschirius laeviusculus Putzeys, 1846",5756942,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dyschirius,Dyschirius laeviusculus,Dyschirius laeviusculus,"Putzeys, 1846",5756942,
,Nebria reichii,"Nebria reichii Dejean, 1826",4473769,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,Nebria reichii,Nebria reichii,"Dejean, 1826",4473769,
,Platyderus neapolitanus,"Platyderus neapolitanus (Reiche, 1855)",7558935,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Platyderus,Platyderus neapolitanus,Platyderus neapolitanus,"(Reiche, 1855) ",7558935,
,Nebria speiseri,"Nebria speiseri Ganglbauer, 1891",4473688,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,Nebria speiseri,Nebria speiseri,"Ganglbauer, 1891",4473688,
,Platynus complanatus,"Platynus complanatus Dejean, 1828",5754998,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Platynus,Platynus complanatus,Platynus complanatus,"Dejean, 1828",5754998,
,Platynus glacialis,"Platynus glacialis (Reitter, 1877)",5754982,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Platynus,Platynus glacialis,Platynus glacialis,"(Reitter, 1877) ",5754982,
,Poecilus cursorius,"Poecilus cursorius (Dejean, 1828)",7568756,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Poecilus,Poecilus cursorius,Poecilus cursorius,"(Dejean, 1828) ",7568756,
,Nebria kratteri,"Nebria kratteri Dejean, 1831",4473667,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,Nebria kratteri,Nebria kratteri,"Dejean, 1831",4473667,
,Nebria atrata,"Nebria atrata Dejean, 1826",4473528,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,Nebria atrata,Nebria atrata,"Dejean, 1826",4473528,
,Pedius inquinatus,"Pedius inquinatus (Sturm, 1824)",4471261,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pedius,Pedius inquinatus,Pedius inquinatus,"(Sturm, 1824) ",4471261,
,Pogonus peisonis,"Pogonus peisonis Ganglbauer, 1891",5756386,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pogonus,Pogonus peisonis,Pogonus peisonis,"Ganglbauer, 1891",5756386,
,Percus paykullii,"Percus paykullii (P.Rossi, 1792)",5754703,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Percus,Percus paykullii,Percus paykullii,"(P.Rossi, 1792) ",5754703,
,Nebria posthuma,"Nebria posthuma K. & J.Daniel, 1891",4473754,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,Nebria posthuma,Nebria posthuma,"K. & J.Daniel, 1891",4473754,
,Platynus teriolensis,"Platynus teriolensis K. & J.Daniel, 1898",5754995,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Platynus,Platynus teriolensis,Platynus teriolensis,"K. & J.Daniel, 1898",5754995,
,Pterostichus amblypterus,"Pterostichus amblypterus (Chaudoir, 1868)",8320070,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus amblypterus,Pterostichus amblypterus,"(Chaudoir, 1868) ",8320070,
,Percus corrugatus,"Percus corrugatus (Billberg, 1815)",5754718,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Percus,Percus corrugatus,Percus corrugatus,"(Billberg, 1815) ",5754718,
,Pterostichus externepunctatus,"Pterostichus externepunctatus (Dejean, 1828)",8342733,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus externepunctatus,Pterostichus externepunctatus,"(Dejean, 1828) ",8342733,
,Pterostichus ebenus,"Pterostichus ebenus (Quensel, 1806)",7503206,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus ebenus,Pterostichus ebenus,"(Quensel, 1806) ",7503206,
,Neotrechus dalmatinus,"Neotrechus dalmatinus (L.Miller, 1861)",4477887,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Neotrechus,Neotrechus dalmatinus,Neotrechus dalmatinus,"(L.Miller, 1861) ",4477887,
,Pterostichus cribratus,"Pterostichus cribratus (Dejean, 1828)",8150992,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus cribratus,Pterostichus cribratus,"(Dejean, 1828) ",8150992,
,Poecilus gisellae,"Poecilus gisellae (Csiki, 1930)",7451961,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Poecilus,Poecilus gisellae,Poecilus gisellae,"(Csiki, 1930) ",7451961,
,Percus dejeanii,"Percus dejeanii (Dejean, 1831)",5754722,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Percus,Percus dejeanii,Percus dejeanii,"(Dejean, 1831) ",5754722,
,Onchnesoma steenstrupi,"Onchnesoma steenstrupii Koren & Danielssen, 1875",2509415,FUZZY,98,ACCEPTED,SPECIES,Animalia,Sipuncula,Sipunculidea,Golfingiiformes,Phascoliidae,Onchnesoma,Onchnesoma steenstrupii,Onchnesoma steenstrupii,"Koren & Danielssen, 1875",2509415,
,Apomatus globifera,"Apomatus globifer Théel, 1878",2327370,FUZZY,98,ACCEPTED,SPECIES,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Apomatus,Apomatus globifer,Apomatus globifer,"Théel, 1878",2327370,
,Stenidius vittatus,"Stenidius vittatus (Lucas, 1843)",4458222,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Stenidius,Stenidius vittatus,Stenidius vittatus,"(Lucas, 1843) ",4458222,
,Notoxus mauritanicus,"Notoxus mauritanicus La Ferte-Senectere, 1847",4457614,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Notoxus,Notoxus mauritanicus,Notoxus mauritanicus,"La Ferte-Senectere, 1847",4457614,
,Stenidius tenuipes,"Stenidius tenuipes (La Ferte-Senectere, 1849)",4458225,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Stenidius,Stenidius tenuipes,Stenidius tenuipes,"(La Ferte-Senectere, 1849) ",4458225,
,Stricticollis longicollis,"Stricticollis longicollis (W.L.E.Schmidt, 1842)",6997656,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Stricticollis,Stricticollis longicollis,Stricticollis longicollis,"(W.L.E.Schmidt, 1842) ",6997656,
,Pseudonotoxus testaceus,"Pseudonotoxus testaceus (La Ferte-Senectere, 1849)",4457584,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Pseudonotoxus,Pseudonotoxus testaceus,Pseudonotoxus testaceus,"(La Ferte-Senectere, 1849) ",4457584,
,Stricticollis transversalis,"Stricticollis transversalis (A.Villa & J.B.Villa, 1833)",6997652,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Stricticollis,Stricticollis transversalis,Stricticollis transversalis,"(A.Villa & J.B.Villa, 1833) ",6997652,
,Cyclodinus salinus,"Cyclodinus salinus (Crotch, 1867)",4458093,EXACT,100,SYNONYM,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Anthicus,Anthicus salinus,Cyclodinus salinus,"(Crotch, 1867) ",4458093,4458094
,Stricticollis rufithorax,"Stricticollis Marseul, 1879",4720609,HIGHERRANK,96,ACCEPTED,GENUS,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Stricticollis,,Stricticollis,"Marseul, 1879",4720609,
,Steropes popei,"Steropes popei Abdullah, 1966",6947395,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Steropes,Steropes popei,Steropes popei,"Abdullah, 1966",6947395,
,Pseudotomoderus compressicollis,"Pseudotomoderus compressicollis (Motschulsky, 1839)",4458256,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Pseudotomoderus,Pseudotomoderus compressicollis,Pseudotomoderus compressicollis,"(Motschulsky, 1839) ",4458256,
,Anthelephila canaliculata,"Anthelephila canaliculata (La Ferte-Senectere, 1849)",4458243,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Anthelephila,Anthelephila canaliculata,Anthelephila canaliculata,"(La Ferte-Senectere, 1849) ",4458243,
,Cyclodinus dimidiatus,"Cyclodinus dimidiatus (Wollaston, 1864)",4458174,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Cyclodinus,Cyclodinus dimidiatus,Cyclodinus dimidiatus,"(Wollaston, 1864) ",4458174,
,Anthicus lapidosus,"Anthicus lapidosus Wollaston, 1864",4458040,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Anthicus,Anthicus lapidosus,Anthicus lapidosus,"Wollaston, 1864",4458040,
,Stenidius contractipennis,"Stenidius contractipennis (Pic, 1911)",4458220,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Stenidius,Stenidius contractipennis,Stenidius contractipennis,"(Pic, 1911) ",4458220,
,Oulimnius major,"Oulimnius major Rey, 1889",4427677,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Elmidae,Oulimnius,Oulimnius major,Oulimnius major,"Rey, 1889",4427677,
,Anacaena haemorrhoa,"Anacaena haemorrhoa (Wollaston, 1864)",4434034,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Anacaena,Anacaena haemorrhoa,Anacaena haemorrhoa,"(Wollaston, 1864) ",4434034,
,Anacaena lohsei,"Anacaena lohsei Berge Henegouwen & Hebauer, 1989",4434028,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Anacaena,Anacaena lohsei,Anacaena lohsei,"Berge Henegouwen & Hebauer, 1989",4434028,
,Anacaena rufipes,"Anacaena rufipes (Guillebeau, 1896)",4434029,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Anacaena,Anacaena rufipes,Anacaena rufipes,"(Guillebeau, 1896) ",4434029,
,Berosus bispina,"Berosus bispina Reiche & Saulcy, 1856",4433871,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Berosus,Berosus bispina,Berosus bispina,"Reiche & Saulcy, 1856",4433871,
,Berosus fulvus,"Berosus fulvus Kuwert, 1888",4433870,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Berosus,Berosus fulvus,Berosus fulvus,"Kuwert, 1888",4433870,
,Berosus byzantinus,"Berosus byzantinus Ganglbauer, 1904",4433883,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Berosus,Berosus byzantinus,Berosus byzantinus,"Ganglbauer, 1904",4433883,
,Cercyon inquinatus,"Cercyon inquinatus Wollaston, 1854",4434267,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon inquinatus,Cercyon inquinatus,"Wollaston, 1854",4434267,
,Berosus guttalis,"Berosus guttalis Rey, 1883",4433863,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Berosus,Berosus guttalis,Berosus guttalis,"Rey, 1883",4433863,
,Cercyon arenarius,"Cercyon arenarius Rey, 1885",4434283,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon arenarius,Cercyon arenarius,"Rey, 1885",4434283,
,Cercyon subsulcatus,"Cercyon subsulcatus Rey, 1885",4434217,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon subsulcatus,Cercyon subsulcatus,"Rey, 1885",4434217,
,Cercyon putricola,"Cercyon putricola Wollaston, 1867",4434210,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon putricola,Cercyon putricola,"Wollaston, 1867",4434210,
,Cryptopleurum crenatum,"Cryptopleurum crenatum (Kugelann, 1794)",1034243,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cryptopleurum,Cryptopleurum crenatum,Cryptopleurum crenatum,"(Kugelann, 1794) ",1034243,
,Georissus substriatus,"Georissus substriatus Heer, 1841",4434462,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Georissidae,Georissus,Georissus substriatus,Georissus substriatus,"Heer, 1841",4434462,
,Helophorus barbarae,"Helophorus barbarae Angus, 1985",9106651,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus barbarae,Helophorus barbarae,"Angus, 1985",9106651,
,Helophorus brevitarsis,"Helophorus brevitarsis Kuwert, 1890",8795702,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus brevitarsis,Helophorus brevitarsis,"Kuwert, 1890",8795702,
,Helophorus asturiensis,"Helophorus asturiensis Kuwert, 1885",8362895,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus asturiensis,Helophorus asturiensis,"Kuwert, 1885",8362895,
,Helophorus fauveli,"Helophorus fauveli Ganglbauer, 1901",9035574,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus fauveli,Helophorus fauveli,"Ganglbauer, 1901",9035574,
,Helophorus confrater,"Helophorus confrater Kuwert, 1886",8797507,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus confrater,Helophorus confrater,"Kuwert, 1886",8797507,
,Helophorus gratus,"Helophorus gratus Angus, 1987",8911011,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus gratus,Helophorus gratus,"Angus, 1987",8911011,
,Helophorus korotyaevi,"Helophorus korotyaevi Angus, 1985",8744270,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus korotyaevi,Helophorus korotyaevi,"Angus, 1985",8744270,
,Helophorus leontis,"Helophorus leontis Angus, 1985",8829182,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus leontis,Helophorus leontis,"Angus, 1985",8829182,
,Helophorus hirsutiventris,"Helophorus hirsutiventris Angus, 1984",8889472,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus hirsutiventris,Helophorus hirsutiventris,"Angus, 1984",8889472,
,Helophorus hispanicus,"Helophorus hispanicus (Sharp, 1915)",8915953,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus hispanicus,Helophorus hispanicus,"(Sharp, 1915) ",8915953,
,Helophorus liguricus,"Helophorus liguricus Angus, 1970",8229494,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus liguricus,Helophorus liguricus,"Angus, 1970",8229494,
,Helophorus schmidti,"Helophorus schmidti (A.Villa & G.B.Villa, 1838)",7908545,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus schmidti,Helophorus schmidti,"(A.Villa & G.B.Villa, 1838) ",7908545,
,Helophorus obscurellus,"Helophorus obscurellus Poppius, 1907",7618312,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus obscurellus,Helophorus obscurellus,"Poppius, 1907",7618312,
,Helophorus maritimus,"Helophorus maritimus Rey, 1885",8258689,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus maritimus,Helophorus maritimus,"Rey, 1885",8258689,
,Steropes latifrons,"Steropes latifrons Sumakov, 1908",6947396,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Steropes,Steropes latifrons,Steropes latifrons,"Sumakov, 1908",6947396,
,Helophorus milleri,"Helophorus milleri Kuwert, 1886",8182050,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus milleri,Helophorus milleri,"Kuwert, 1886",8182050,
,Helophorus hammondi,"Helophorus hammondi Angus, 1970",8834117,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus hammondi,Helophorus hammondi,"Angus, 1970",8834117,
,Helophorus illustris,"Helophorus illustris Sharp, 1916",8384058,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus illustris,Helophorus illustris,"Sharp, 1916",8384058,
,Helophorus jocoteroi,"Helophorus jocoteroi Angus & Diaz, 1991",9214920,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus jocoteroi,Helophorus jocoteroi,"Angus & Diaz, 1991",9214920,
,Helophorus kervillei,"Helophorus kervillei Orchymont, 1932",9070091,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus kervillei,Helophorus kervillei,"Orchymont, 1932",9070091,
,Helophorus kirgisicus,Helophorus kirgisicus Knisch,10080053,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus kirgisicus,Helophorus kirgisicus,Knisch,10080053,
,Helophorus occidentalis,"Helophorus occidentalis Angus, 1983",9223931,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus occidentalis,Helophorus occidentalis,"Angus, 1983",9223931,
,Helophorus paraminutus,"Helophorus paraminutus Angus, 1986",8989407,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus paraminutus,Helophorus paraminutus,"Angus, 1986",8989407,
,Helophorus puncticollis,"Helophorus puncticollis Rey, 1885",8177620,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus puncticollis,Helophorus puncticollis,"Rey, 1885",8177620,
,Helophorus rinki,"Helophorus rinki Angus, 1985",9154171,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus rinki,Helophorus rinki,"Angus, 1985",9154171,
,Helophorus seidlitzii,"Helophorus seidlitzii Kuwert, 1885",8816385,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus seidlitzii,Helophorus seidlitzii,"Kuwert, 1885",8816385,
,Helophorus similis,"Helophorus similis Kuwert, 1887",9204023,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus similis,Helophorus similis,"Kuwert, 1887",9204023,
,Helophorus villosus,"Helophorus villosus Duftschmid, 1805",8873064,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Helophoridae,Helophorus,Helophorus villosus,Helophorus villosus,"Duftschmid, 1805",8873064,
,Hemisphaera miltiadis,"Hemisphaera miltiadis J.Sahlberg, 1908",9142159,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Hemisphaera,Hemisphaera miltiadis,Hemisphaera miltiadis,"J.Sahlberg, 1908",9142159,
,Laccobius atrocephalus,"Laccobius atrocephalus Reitter, 1872",4404589,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius atrocephalus,Laccobius atrocephalus,"Reitter, 1872",4404589,
,Laccobius hispanicus,"Laccobius hispanicus Gentili, 1974",4404594,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius hispanicus,Laccobius hispanicus,"Gentili, 1974",4404594,
,Laccobius neapolitanus,"Laccobius neapolitanus Rottenberg, 1874",4404576,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius neapolitanus,Laccobius neapolitanus,"Rottenberg, 1874",4404576,
,Laccobius sculptus,"Laccobius sculptus Orchymont, 1935",4404595,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius sculptus,Laccobius sculptus,"Orchymont, 1935",4404595,
,Laccobius scutellaris,"Laccobius scutellaris Motschulsky, 1855",4404563,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius scutellaris,Laccobius scutellaris,"Motschulsky, 1855",4404563,
,Laccobius femoralis,"Laccobius femoralis Rey, 1885",4434062,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius femoralis,Laccobius femoralis,"Rey, 1885",4434062,
,Laccobius revelieri,"Laccobius revelieri Perris, 1864",4434059,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius revelieri,Laccobius revelieri,"Perris, 1864",4434059,
,Laccobius moraguesi,"Laccobius moraguesi Régimbart, 1898",4404561,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius moraguesi,Laccobius moraguesi,"Régimbart, 1898",4404561,
,Laccobius simulatrix,"Laccobius simulatrix Orchymont, 1932",4404585,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius simulatrix,Laccobius simulatrix,"Orchymont, 1932",4404585,
,Laccobius syriacus,"Laccobius syriacus Guillebeau, 1896",4404570,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Laccobius,Laccobius syriacus,Laccobius syriacus,"Guillebeau, 1896",4404570,
,Paracymus phalacroides,"Paracymus phalacroides (Wollaston, 1867)",4434169,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Paracymus,Paracymus phalacroides,Paracymus phalacroides,"(Wollaston, 1867) ",4434169,
,Pelosoma lafertei,"Pelosoma lafertei Mulsant, 1844",4434330,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Pelosoma,Pelosoma lafertei,Pelosoma lafertei,"Mulsant, 1844",4434330,
,Sphaeridium substriatum,"Sphaeridium substriatum Faldermann, 1838",7556454,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Sphaeridium,Sphaeridium substriatum,Sphaeridium substriatum,"Faldermann, 1838",7556454,
,Ancistronycha occipitalis,"Ancistronycha occipitalis (Rosenhauer, 1847)",4429872,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Ancistronycha,Ancistronycha occipitalis,Ancistronycha occipitalis,"(Rosenhauer, 1847) ",4429872,
,Ancistronycha violacea,"Ancistronycha violacea (Paykull, 1798)",4429865,EXACT,100,SYNONYM,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Ancistronycha,Ancistronycha tigurina,Ancistronycha violacea,"(Paykull, 1798) ",4429865,4429869
,Armidia nobilissima,"Armidia nobilissima Reitter, 1884",4430222,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Armidia,Armidia nobilissima,Armidia nobilissima,"Reitter, 1884",4430222,
,Armidia signata,"Armidia signata (Ahrens, 1814)",4430214,EXACT,99,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Armidia,Armidia signata,Armidia signata,"(Ahrens, 1814) ",4430214,
,Boveycantharis dimidiatipes,"Boveycantharis dimidiatipes (Reiche, 1857)",4429846,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Boveycantharis,Boveycantharis dimidiatipes,Boveycantharis dimidiatipes,"(Reiche, 1857) ",4429846,
,Boveycantharis unguiculata,"Boveycantharis unguiculata (Baudi di Selve, 1872)",4429850,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Boveycantharis,Boveycantharis unguiculata,Boveycantharis unguiculata,"(Baudi di Selve, 1872) ",4429850,
,Cantharis annularis,"Cantharis annularis Ménétriés, 1836",7819655,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis annularis,Cantharis annularis,"Ménétriés, 1836",7819655,
,Cantharis assimilis,"Cantharis assimilis Paykull, 1798",9023436,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis assimilis,Cantharis assimilis,"Paykull, 1798",9023436,
,Cantharis coronata,"Cantharis coronata Gyllenhal, 1808",8832534,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis coronata,Cantharis coronata,"Gyllenhal, 1808",8832534,
,Cantharis instabilis,"Cantharis instabilis Kiesenwetter, 1866",8806933,EXACT,100,ACCEPTED,SPECIES,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Cantharis,Cantharis instabilis,Cantharis instabilis,"Kiesenwetter, 1866",8806933,
